小说名,想,走,说道,笑,太,听,吃,时间,住,东西,钱,事情,脸,找,想到,坐,站,心中,名,回,发现,感觉,跑,第一,身体,身上,声音,眼睛,岁,地方,条,世界,听到,气,问道,件,脸上,自然,喝,穿,回来,杀,明白,儿子,干,终于,皇帝,买,兄弟,只能,一阵,孩子,众人,公子,之中,父亲,来到,说话,掉,手中,块,大人,面前,地上,将军,系统,不错,少年,眼前,目光,肯定,刀,字,刚刚,离开,副,卖,小子,送,少爷,曹操,实在,女人,算是,情况,好像,母亲,拉,大哥,水,穿越,写,家伙,身边,落,停,士兵,李,力量,不好,书,回去,办法,历史,王,时代,修炼,米,哥哥,丝,很快,娘,飞,名字,微微,身后,只见,小姐,喜欢,跳,夫人,远,机会,拍,喊,剑,酒,抓,女子,女孩,衣服,便是,旁边,连忙,发生,女,游戏,脑袋,工作,男子,生活,告诉,少女,姑娘,摇,男人,原本,股,仿佛,传来,学,银子,张搴,天下,老师,本来,床,老爷,公司,抱,速度,乱,跟着,同学,弄,魔法,能力,部落,吕布,抬,刘备,弟子,见到,陛下,露出,开口,回到,找到,外面,慢慢,学生,贾环,白七,实力,发,希望,脸色,家里,朋友,楼,手里,胖子,赶紧,玩,皇上,中国,此刻,身份,份,今日,class
三国之召唤猛将,0.000653,0.000218,0.000198,0.000178,0.000673,0.000317,0.000396,4.00E-05,0.000138,5.90E-05,0.709563,9.90E-05,0.000317,9.90E-05,0.000178,0.000158,2.00E-05,0.000178,0.000376,0.000178,4.00E-05,2.00E-05,0.000237,0.000138,0.000138,5.90E-05,4.00E-05,0.000119,0.000455,2.00E-05,0.000119,0.000277,7.90E-05,0.000119,2.00E-05,4.00E-05,9.90E-05,4.00E-05,9.90E-05,5.90E-05,0.000138,0.000218,4.00E-05,2.00E-05,2.00E-05,4.00E-05,2.00E-05,0.709563,0.000158,0.000178,2.00E-05,5.90E-05,5.90E-05,0.000119,0.000138,4.00E-05,0.000158,0.000119,0.000198,4.00E-05,5.90E-05,2.00E-05,2.00E-05,9.90E-05,2.00E-05,0.000653,0.000119,4.00E-05,0.000119,2.00E-05,0.000138,9.90E-05,7.90E-05,2.00E-05,5.90E-05,4.00E-05,0.709563,0.000317,7.90E-05,4.00E-05,9.90E-05,2.00E-05,4.00E-05,7.90E-05,7.90E-05,0.000257,4.00E-05,2.00E-05,0.000138,5.90E-05,4.00E-05,4.00E-05,2.00E-05,0.000138,5.90E-05,2.00E-05,2.00E-05,2.00E-05,0.709563,9.90E-05,2.00E-05,5.90E-05,4.00E-05,0.000237,0.000297,0.000158,0.709563,2.00E-05,0.709563,2.00E-05,2.00E-05,5.90E-05,5.90E-05,7.90E-05,0.709563,5.90E-05,7.90E-05,0.000317,5.90E-05,0.000178,4.00E-05,0.000178,0.000119,2.00E-05,0.000119,4.00E-05,0.709563,0.709563,2.00E-05,4.00E-05,0.709563,4.00E-05,2.00E-05,0.000158,4.00E-05,4.00E-05,2.00E-05,9.90E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,4.00E-05,5.90E-05,4.00E-05,2.00E-05,2.00E-05,0.709563,2.00E-05,2.00E-05,0.709563,0.709563,4.00E-05,0.000178,4.00E-05,2.00E-05,0.709563,4.00E-05,2.00E-05,7.90E-05,4.00E-05,0.000178,7.90E-05,5.90E-05,7.90E-05,0.709563,0.000158,5.90E-05,5.90E-05,0.709563,4.00E-05,0.709563,0.000178,0.000178,4.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0.000119,0.709563,0.709563,2.00E-05,2.00E-05,4.00E-05,2.00E-05,4.00E-05,0.000119,2.00E-05,0.709563,0.000138,0.709563,2.00E-05,2.00E-05,0.001207,2.00E-05,7.90E-05,2.00E-05,2.00E-05,2.00E-05,succ
三国之仲谋天下,0.000822,0.000641,0.000345,0.00023,0.00023,0.000509,0.000263,6.60E-05,9.90E-05,0.000329,6.60E-05,0.000148,0.000181,0.000263,0.000247,0.000197,0.000115,8.20E-05,3.30E-05,0.000115,1.60E-05,0.000197,0.000214,0.000181,1.60E-05,4.90E-05,0.000115,9.90E-05,0.00074,0.000131,0.000181,9.90E-05,0.000296,3.30E-05,0.000115,0.000115,0.000181,1.60E-05,3.30E-05,0.000115,9.90E-05,6.60E-05,6.60E-05,0.000214,6.60E-05,1.60E-05,0.69609,4.90E-05,8.20E-05,8.20E-05,0.00023,9.90E-05,0.000164,1.60E-05,0.000164,8.20E-05,9.90E-05,9.90E-05,0.69609,8.20E-05,1.60E-05,0.000871,1.60E-05,3.30E-05,0.000657,1.60E-05,3.30E-05,6.60E-05,4.90E-05,4.90E-05,3.30E-05,1.60E-05,0.69609,4.90E-05,1.60E-05,8.20E-05,0.69609,6.60E-05,3.30E-05,9.90E-05,0.69609,0.002284,8.20E-05,9.90E-05,0.000362,3.30E-05,8.20E-05,1.60E-05,6.60E-05,1.60E-05,8.20E-05,3.30E-05,1.60E-05,3.30E-05,6.60E-05,0.000247,0.69609,0.69609,8.20E-05,3.30E-05,6.60E-05,0.000115,1.60E-05,0.69609,1.60E-05,4.90E-05,3.30E-05,6.60E-05,6.60E-05,6.60E-05,6.60E-05,0.69609,3.30E-05,3.30E-05,1.60E-05,0.000131,0.000181,4.90E-05,6.60E-05,4.90E-05,1.60E-05,1.60E-05,1.60E-05,0.69609,0.69609,8.20E-05,4.90E-05,6.60E-05,8.20E-05,8.20E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,8.20E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,3.30E-05,3.30E-05,3.30E-05,8.20E-05,0.000131,3.30E-05,1.60E-05,1.60E-05,0.69609,6.60E-05,3.30E-05,1.60E-05,6.60E-05,0.000148,4.90E-05,0.000115,9.90E-05,6.60E-05,0.69609,8.20E-05,1.60E-05,8.20E-05,0.000477,9.90E-05,4.90E-05,8.20E-05,1.60E-05,0.69609,0.69609,0.000181,1.60E-05,4.90E-05,6.60E-05,0.000115,6.60E-05,1.60E-05,0.000115,1.60E-05,0.69609,8.20E-05,9.90E-05,1.60E-05,1.60E-05,1.60E-05,0.000164,4.90E-05,0.69609,1.60E-05,0.69609,1.60E-05,6.60E-05,0.000214,0.001019,1.60E-05,1.60E-05,1.60E-05,3.30E-05,succ
三国志乱,0.00116,0.000545,4.70E-05,0.000781,0.000308,0.000403,0.000355,9.50E-05,0.000166,2.40E-05,0.000308,7.10E-05,0.00026,0.000355,0.000166,0.000308,0.000142,2.40E-05,0.000118,0.000237,2.40E-05,2.40E-05,0.000142,0.000379,4.70E-05,9.50E-05,2.40E-05,0.000308,0.000189,9.50E-05,4.70E-05,9.50E-05,0.000213,2.40E-05,2.40E-05,0.000166,7.10E-05,2.40E-05,0.000166,0.000118,0.000237,4.70E-05,4.70E-05,4.70E-05,0.000142,4.70E-05,0.707731,0.000237,0.707731,0.000118,7.10E-05,0.000142,0.000142,2.40E-05,0.000142,2.40E-05,0.000166,0.000189,9.50E-05,4.70E-05,2.40E-05,9.50E-05,4.70E-05,2.40E-05,0.000805,2.40E-05,4.70E-05,2.40E-05,0.000213,9.50E-05,2.40E-05,4.70E-05,0.000189,2.40E-05,7.10E-05,2.40E-05,0.000189,0.000142,0.000118,0.000142,0.707731,9.50E-05,0.000142,9.50E-05,2.40E-05,0.000213,0.000142,0.000166,4.70E-05,7.10E-05,9.50E-05,4.70E-05,0.000142,0.000166,4.70E-05,0.000118,7.10E-05,0.004262,0.707731,0.000142,7.10E-05,0.000166,4.70E-05,7.10E-05,0.000142,4.70E-05,2.40E-05,0.707731,2.40E-05,2.40E-05,2.40E-05,0.707731,7.10E-05,0.000118,0.000166,4.70E-05,0.000166,0.000355,9.50E-05,9.50E-05,0.000118,0.000166,7.10E-05,0.000379,7.10E-05,0.707731,2.40E-05,2.40E-05,4.70E-05,0.000142,2.40E-05,0.000166,2.40E-05,7.10E-05,2.40E-05,0.000142,0.707731,4.70E-05,2.40E-05,0.000237,2.40E-05,2.40E-05,2.40E-05,2.40E-05,0.707731,0.000189,2.40E-05,2.40E-05,0.707731,7.10E-05,2.40E-05,0.707731,0.000118,2.40E-05,9.50E-05,7.10E-05,0.707731,4.70E-05,0.000497,0.000142,2.40E-05,7.10E-05,0.000118,2.40E-05,0.707731,0.707731,2.40E-05,2.40E-05,0.707731,2.40E-05,2.40E-05,2.40E-05,0.000166,0.00071,0.000118,2.40E-05,0.000118,0.000118,2.40E-05,2.40E-05,2.40E-05,2.40E-05,4.70E-05,0.707731,0.000166,2.40E-05,0.000142,2.40E-05,7.10E-05,7.10E-05,4.70E-05,0.707731,4.70E-05,9.50E-05,0.00116,9.50E-05,4.70E-05,9.50E-05,9.50E-05,0.707731,succ
三千美娇娘,0.000753,0.000245,0.000278,0.00018,0.000147,0.000213,0.000115,0.000115,0.000294,0.000262,0.00036,1.60E-05,0.000147,0.000164,0.00036,1.60E-05,0.00018,1.60E-05,3.30E-05,0.000311,1.60E-05,0.000196,0.000376,9.80E-05,6.50E-05,6.50E-05,4.90E-05,0.000196,4.90E-05,1.60E-05,0.000229,1.60E-05,8.20E-05,0.000115,0.000131,9.80E-05,6.50E-05,0.000147,1.60E-05,6.50E-05,0.000115,0.000147,1.60E-05,0.706239,9.80E-05,0.000115,1.60E-05,9.80E-05,9.80E-05,0.000164,1.60E-05,3.30E-05,1.60E-05,1.60E-05,8.20E-05,1.60E-05,0.001014,8.20E-05,0.000131,9.80E-05,1.60E-05,0.00072,1.60E-05,0.00018,1.60E-05,3.30E-05,6.50E-05,0.000131,4.90E-05,8.20E-05,4.90E-05,0.000196,0.000196,9.80E-05,0.000115,1.60E-05,4.90E-05,4.90E-05,9.80E-05,0.000327,3.30E-05,1.60E-05,3.30E-05,3.30E-05,1.60E-05,9.80E-05,0.706239,8.20E-05,1.60E-05,8.20E-05,6.50E-05,0.00018,1.60E-05,4.90E-05,1.60E-05,0.000131,0.000164,1.60E-05,1.60E-05,1.60E-05,0.000262,1.60E-05,1.60E-05,4.90E-05,9.80E-05,1.60E-05,4.90E-05,8.20E-05,0.706239,1.60E-05,3.30E-05,1.60E-05,0.000229,3.30E-05,4.90E-05,6.50E-05,3.30E-05,0.000474,3.30E-05,0.000115,8.20E-05,6.50E-05,9.80E-05,0.000164,1.60E-05,4.90E-05,1.60E-05,8.20E-05,3.30E-05,3.30E-05,1.60E-05,6.50E-05,3.30E-05,8.20E-05,4.90E-05,3.30E-05,1.60E-05,1.60E-05,3.30E-05,3.30E-05,3.30E-05,9.80E-05,3.30E-05,1.60E-05,3.30E-05,3.30E-05,4.90E-05,3.30E-05,0.706239,6.50E-05,4.90E-05,9.80E-05,0.000294,4.90E-05,3.30E-05,0.000115,6.50E-05,9.80E-05,0.706239,0.706239,1.60E-05,6.50E-05,9.80E-05,4.90E-05,0.000115,1.60E-05,1.60E-05,1.60E-05,0.706239,0.000115,1.60E-05,4.90E-05,9.80E-05,0.00054,1.60E-05,9.80E-05,8.20E-05,3.30E-05,1.60E-05,4.90E-05,4.90E-05,1.60E-05,0.000115,1.60E-05,8.20E-05,8.20E-05,1.60E-05,4.90E-05,8.20E-05,1.60E-05,0.000196,0.706239,1.60E-05,3.30E-05,6.50E-05,1.60E-05,0.000131,4.90E-05,4.90E-05,9.80E-05,succ
商业三国,0.000703,0.000463,1.70E-05,5.80E-05,0.000314,9.90E-05,0.000182,0.000107,0.000215,8.00E-06,0.00019,5.80E-05,0.00019,0.000174,0.000174,0.000124,0.000182,1.70E-05,0.000512,0.000132,2.50E-05,1.70E-05,0.000182,0.000165,9.90E-05,0.000141,8.00E-06,5.00E-05,0.000273,4.10E-05,0.000157,3.30E-05,9.90E-05,5.00E-05,8.00E-06,0.000124,7.40E-05,8.00E-06,4.10E-05,0.000165,8.30E-05,0.000116,8.00E-06,8.00E-06,8.30E-05,8.00E-06,5.80E-05,5.00E-05,1.70E-05,2.50E-05,3.30E-05,4.10E-05,1.70E-05,8.00E-06,5.00E-05,1.70E-05,0.000107,4.10E-05,9.90E-05,0.000116,9.90E-05,2.50E-05,8.00E-06,7.40E-05,8.00E-06,8.00E-06,3.30E-05,8.00E-06,2.50E-05,3.30E-05,5.00E-05,0.000397,0.000107,1.70E-05,4.10E-05,8.00E-06,9.90E-05,8.00E-06,9.10E-05,9.90E-05,8.00E-06,8.00E-06,8.00E-06,8.00E-06,6.60E-05,0.000124,1.70E-05,0.00019,1.70E-05,0.000165,8.00E-06,5.80E-05,4.10E-05,9.10E-05,1.70E-05,0.00019,1.70E-05,0.705047,8.00E-06,6.60E-05,8.00E-06,0.000132,2.50E-05,0.000182,2.50E-05,3.30E-05,2.50E-05,9.10E-05,0.705047,8.00E-06,8.00E-06,0.705047,4.10E-05,0.000107,8.00E-06,4.10E-05,8.30E-05,0.000281,8.00E-06,2.50E-05,0.002223,9.10E-05,5.80E-05,1.70E-05,0.000132,0.000132,8.00E-06,2.50E-05,2.50E-05,0.705047,8.00E-06,1.70E-05,8.00E-06,3.30E-05,2.50E-05,0.705047,1.70E-05,8.00E-06,7.40E-05,8.00E-06,6.60E-05,8.00E-06,9.90E-05,0.705047,4.10E-05,3.30E-05,0.000124,1.70E-05,8.00E-06,3.30E-05,0.000124,1.70E-05,6.60E-05,7.40E-05,2.50E-05,4.10E-05,0.705047,2.50E-05,8.00E-06,8.00E-06,2.50E-05,8.30E-05,8.00E-06,4.10E-05,0.705047,3.30E-05,8.00E-06,1.70E-05,5.80E-05,2.50E-05,4.10E-05,3.30E-05,5.80E-05,0.000876,8.00E-06,4.10E-05,8.30E-05,7.40E-05,8.00E-06,8.00E-06,6.60E-05,8.00E-06,2.50E-05,8.00E-06,2.50E-05,0.000124,2.50E-05,9.90E-05,2.50E-05,8.00E-06,1.70E-05,0.705047,8.00E-06,5.00E-05,0.001595,0.000149,1.70E-05,2.50E-05,2.50E-05,8.00E-06,succ
上品寒士,0.000612,0.000282,0.000259,0.000306,0.000212,0.000282,9.40E-05,2.40E-05,7.10E-05,2.40E-05,0.000376,2.40E-05,7.10E-05,0.000141,0.000165,0.000165,2.40E-05,0.000212,0.000118,0.000141,2.40E-05,2.40E-05,7.10E-05,0.000188,0.000118,7.10E-05,2.40E-05,4.70E-05,0.000541,2.40E-05,2.40E-05,4.70E-05,9.40E-05,7.10E-05,0.000376,4.70E-05,2.40E-05,7.10E-05,0.710361,4.70E-05,0.000118,0.710361,4.70E-05,7.10E-05,4.70E-05,2.40E-05,7.10E-05,2.40E-05,2.40E-05,4.70E-05,0.003128,4.70E-05,2.40E-05,7.10E-05,2.40E-05,2.40E-05,0.000165,4.70E-05,0.710361,0.000235,0.710361,2.40E-05,9.40E-05,2.40E-05,2.40E-05,2.40E-05,4.70E-05,9.40E-05,9.40E-05,2.40E-05,2.40E-05,0.710361,0.000235,2.40E-05,2.40E-05,0.710361,0.710361,7.10E-05,7.10E-05,9.40E-05,7.10E-05,0.000188,4.70E-05,7.10E-05,2.40E-05,2.40E-05,4.70E-05,0.710361,0.000588,4.70E-05,4.70E-05,0.000306,0.000141,9.40E-05,0.710361,2.40E-05,0.710361,0.710361,0.710361,2.40E-05,0.000282,2.40E-05,0.000118,9.40E-05,2.40E-05,7.10E-05,2.40E-05,4.70E-05,0.710361,2.40E-05,4.70E-05,0.000612,2.40E-05,4.70E-05,4.70E-05,2.40E-05,4.70E-05,0.000541,2.40E-05,2.40E-05,7.10E-05,9.40E-05,0.001011,0.710361,2.40E-05,0.710361,0.710361,2.40E-05,7.10E-05,7.10E-05,4.70E-05,9.40E-05,0.000118,9.40E-05,4.70E-05,0.000141,4.70E-05,2.40E-05,2.40E-05,7.10E-05,2.40E-05,0.710361,9.40E-05,0.000612,0.710361,7.10E-05,4.70E-05,4.70E-05,2.40E-05,2.40E-05,0.000118,7.10E-05,0.000118,9.40E-05,2.40E-05,2.40E-05,0.710361,0.000141,0.710361,0.710361,0.710361,2.40E-05,0.000212,2.40E-05,0.710361,0.710361,4.70E-05,0.000118,0.710361,0.710361,2.40E-05,2.40E-05,0.000165,0.000447,4.70E-05,2.40E-05,4.70E-05,0.000141,2.40E-05,2.40E-05,0.000118,0.710361,4.70E-05,2.40E-05,4.70E-05,2.40E-05,4.70E-05,2.40E-05,2.40E-05,0.000188,4.70E-05,7.10E-05,4.70E-05,7.10E-05,0.000917,4.70E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,succ
舌尖上的唐朝,0.000953,0.000691,2.40E-05,0.00031,0.000334,0.000334,0.001001,9.50E-05,0.000119,2.40E-05,0.001144,0.000143,0.000191,0.000167,0.000286,0.00031,0.000167,2.40E-05,2.40E-05,7.10E-05,2.40E-05,4.80E-05,0.000143,0.000191,7.10E-05,7.10E-05,0.000238,2.40E-05,9.50E-05,2.40E-05,2.40E-05,2.40E-05,0.000167,7.10E-05,7.10E-05,7.10E-05,0.000143,2.40E-05,0.000262,7.10E-05,7.10E-05,2.40E-05,2.40E-05,2.40E-05,0.000191,2.40E-05,0.704168,0.000596,0.704168,0.000214,4.80E-05,2.40E-05,0.001358,2.40E-05,0.000119,9.50E-05,2.40E-05,4.80E-05,9.50E-05,2.40E-05,0.000191,0.000667,9.50E-05,4.80E-05,7.10E-05,0.001192,2.40E-05,4.80E-05,4.80E-05,4.80E-05,9.50E-05,7.10E-05,0.704168,4.80E-05,0.000191,7.10E-05,0.000405,2.40E-05,0.000167,0.000381,7.10E-05,2.40E-05,7.10E-05,7.10E-05,4.80E-05,7.10E-05,2.40E-05,0.000119,0.000667,0.000238,4.80E-05,4.80E-05,2.40E-05,7.10E-05,7.10E-05,4.80E-05,0.704168,0.001835,2.40E-05,0.000143,4.80E-05,7.10E-05,0.000119,9.50E-05,2.40E-05,7.10E-05,0.704168,2.40E-05,2.40E-05,0.704168,0.000119,2.40E-05,2.40E-05,2.40E-05,0.704168,7.10E-05,0.000119,0.000524,4.80E-05,4.80E-05,0.001358,2.40E-05,7.10E-05,0.704168,7.10E-05,0.704168,0.000143,9.50E-05,2.40E-05,0.704168,2.40E-05,0.005147,9.50E-05,4.80E-05,2.40E-05,0.704168,0.704168,2.40E-05,4.80E-05,2.40E-05,4.80E-05,2.40E-05,7.10E-05,2.40E-05,0.704168,0.001358,4.80E-05,0.704168,2.40E-05,0.000119,9.50E-05,2.40E-05,0.000167,2.40E-05,0.000119,2.40E-05,4.80E-05,0.000119,0.704168,0.000119,2.40E-05,0.704168,0.000119,2.40E-05,0.000119,0.704168,0.001335,7.10E-05,0.704168,0.704168,0.704168,2.40E-05,4.80E-05,0.000596,2.40E-05,0.000191,7.10E-05,9.50E-05,7.10E-05,0.704168,4.80E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,0.000191,0.000286,0.000119,7.10E-05,4.80E-05,2.40E-05,4.80E-05,2.40E-05,0.001716,7.10E-05,4.80E-05,4.80E-05,7.10E-05,2.40E-05,succ
神话三国之晨曦,0.000869,0.000322,8.00E-05,6.40E-05,0.000161,0.000145,0.000145,4.80E-05,0.000113,1.60E-05,0.000274,4.80E-05,0.000225,8.00E-05,0.000129,1.60E-05,0.000145,0.000113,9.70E-05,4.80E-05,6.40E-05,1.60E-05,9.70E-05,0.000241,1.60E-05,9.70E-05,1.60E-05,0.000145,0.711177,3.20E-05,8.00E-05,0.000531,0.000145,6.40E-05,6.40E-05,4.80E-05,1.60E-05,3.20E-05,0.000145,4.80E-05,4.80E-05,8.00E-05,4.80E-05,1.60E-05,0.000161,1.60E-05,0.711177,0.000258,9.70E-05,9.70E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05,0.000177,1.60E-05,4.80E-05,1.60E-05,4.80E-05,0.000161,1.60E-05,4.80E-05,6.40E-05,3.20E-05,3.20E-05,9.70E-05,9.70E-05,3.20E-05,9.70E-05,3.20E-05,1.60E-05,0.00029,4.80E-05,3.20E-05,6.40E-05,0.711177,8.00E-05,1.60E-05,3.20E-05,4.80E-05,1.60E-05,0.000129,4.80E-05,8.00E-05,1.60E-05,8.00E-05,4.80E-05,1.60E-05,3.20E-05,9.70E-05,3.20E-05,6.40E-05,1.60E-05,4.80E-05,3.20E-05,1.60E-05,1.60E-05,0.711177,0.000161,1.60E-05,6.40E-05,4.80E-05,1.60E-05,1.60E-05,9.70E-05,1.60E-05,8.00E-05,0.000193,1.60E-05,6.40E-05,1.60E-05,0.711177,0.000354,4.80E-05,0.000129,9.70E-05,3.20E-05,0.00037,4.80E-05,0.000193,0.001851,8.00E-05,8.00E-05,9.70E-05,4.80E-05,6.40E-05,1.60E-05,4.80E-05,1.60E-05,4.80E-05,0.711177,8.00E-05,3.20E-05,8.00E-05,1.60E-05,4.80E-05,1.60E-05,1.60E-05,3.20E-05,1.60E-05,3.20E-05,9.70E-05,4.80E-05,0.711177,1.60E-05,1.60E-05,0.000113,0.000241,1.60E-05,9.70E-05,1.60E-05,1.60E-05,0.000628,1.60E-05,3.20E-05,4.80E-05,0.711177,0.000338,0.711177,1.60E-05,0.000145,1.60E-05,1.60E-05,1.60E-05,0.711177,1.60E-05,0.000161,3.20E-05,0.001867,4.80E-05,3.20E-05,1.60E-05,4.80E-05,0.000515,6.40E-05,3.20E-05,1.60E-05,3.20E-05,6.40E-05,0.000145,1.60E-05,0.711177,4.80E-05,0.000161,6.40E-05,1.60E-05,1.60E-05,0.000193,1.60E-05,6.40E-05,0.000177,1.60E-05,1.60E-05,8.00E-05,0.001078,3.20E-05,9.70E-05,3.20E-05,3.20E-05,1.60E-05,unsucc
圣秦霸途,0.000769,0.000586,9.20E-05,7.30E-05,0.000458,0.000238,0.000439,0.000128,0.000348,9.20E-05,0.707581,1.80E-05,0.000238,0.00022,7.30E-05,0.000128,0.000183,5.50E-05,5.50E-05,7.30E-05,0.000128,3.70E-05,0.00022,7.30E-05,9.20E-05,9.20E-05,0.000403,0.000201,7.30E-05,0.000311,0.00022,3.70E-05,0.000238,0.000201,3.70E-05,0.707581,0.000128,7.30E-05,0.000165,0.00011,7.30E-05,0.000201,1.80E-05,1.80E-05,0.00011,0.000128,0.707581,0.707581,0.000128,0.00011,0.000275,0.000146,5.50E-05,9.20E-05,0.000366,0.00011,1.80E-05,9.20E-05,0.000476,0.00011,0.000183,1.80E-05,9.20E-05,0.000201,0.000952,0.707581,0.00011,5.50E-05,7.30E-05,3.70E-05,3.70E-05,1.80E-05,1.80E-05,3.70E-05,7.30E-05,5.50E-05,3.70E-05,0.000476,3.70E-05,7.30E-05,1.80E-05,0.000165,0.00011,1.80E-05,0.00011,3.70E-05,3.70E-05,7.30E-05,1.80E-05,7.30E-05,5.50E-05,0.000146,1.80E-05,5.50E-05,0.000146,0.000146,0.707581,1.80E-05,0.00011,0.00011,3.70E-05,7.30E-05,1.80E-05,1.80E-05,3.70E-05,0.000183,1.80E-05,0.000311,0.707581,9.20E-05,5.50E-05,0.707581,0.000165,1.80E-05,0.707581,7.30E-05,3.70E-05,1.80E-05,0.707581,0.00022,0.003277,7.30E-05,5.50E-05,0.707581,1.80E-05,5.50E-05,3.70E-05,0.000165,0.00011,0.00011,5.50E-05,5.50E-05,1.80E-05,3.70E-05,1.80E-05,0.00011,0.707581,0.000439,3.70E-05,1.80E-05,3.70E-05,5.50E-05,7.30E-05,0.707581,0.707581,1.80E-05,1.80E-05,5.50E-05,1.80E-05,5.50E-05,0.707581,0.707581,0.000128,3.70E-05,3.70E-05,0.00011,3.70E-05,3.70E-05,0.707581,9.20E-05,0.00011,3.70E-05,9.20E-05,1.80E-05,5.50E-05,0.707581,0.000513,1.80E-05,0.707581,3.70E-05,0.707581,0.707581,1.80E-05,0.000622,1.80E-05,1.80E-05,7.30E-05,0.000183,7.30E-05,1.80E-05,7.30E-05,1.80E-05,3.70E-05,1.80E-05,0.000128,1.80E-05,3.70E-05,1.80E-05,5.50E-05,0.707581,3.70E-05,0.000549,5.50E-05,1.80E-05,0.001574,3.70E-05,1.80E-05,1.80E-05,0.707581,1.80E-05,succ
盛世唐魂,0.001171,0.000416,5.20E-05,0.000468,0.000208,0.000208,0.000729,0.00013,0.000234,2.60E-05,0.000182,5.20E-05,0.000312,0.000104,0.00039,0.000156,0.00013,5.20E-05,0.00013,0.00013,0.000156,0.000182,0.00013,7.80E-05,0.000156,0.000182,0.000104,0.00013,0.692023,0.000286,0.000234,2.60E-05,0.000104,0.692023,0.000104,5.20E-05,0.000312,7.80E-05,0.000182,0.692023,2.60E-05,0.692023,5.20E-05,2.60E-05,0.000208,0.000104,2.60E-05,7.80E-05,0.000234,7.80E-05,7.80E-05,2.60E-05,2.60E-05,2.60E-05,0.000104,0.692023,0.001171,5.20E-05,7.80E-05,0.00026,0.00013,0.001041,5.20E-05,0.000104,0.000833,2.60E-05,2.60E-05,0.000312,0.00013,2.60E-05,2.60E-05,5.20E-05,5.20E-05,0.00013,2.60E-05,5.20E-05,5.20E-05,2.60E-05,7.80E-05,0.000286,0.692023,0.00013,0.002056,0.00013,0.000156,0.000312,0.692023,5.20E-05,2.60E-05,5.20E-05,0.000416,5.20E-05,0.00013,5.20E-05,0.00013,7.80E-05,0.692023,0.692023,0.692023,0.00013,0.000104,0.00013,0.692023,5.20E-05,0.692023,5.20E-05,0.692023,2.60E-05,2.60E-05,0.692023,5.20E-05,0.692023,2.60E-05,5.20E-05,5.20E-05,2.60E-05,2.60E-05,0.00013,2.60E-05,7.80E-05,2.60E-05,7.80E-05,7.80E-05,0.000104,5.20E-05,0.692023,0.000234,0.692023,2.60E-05,0.692023,2.60E-05,5.20E-05,2.60E-05,5.20E-05,0.000156,0.692023,0.692023,5.20E-05,2.60E-05,2.60E-05,0.000156,2.60E-05,0.000312,0.692023,0.692023,7.80E-05,7.80E-05,0.000156,7.80E-05,2.60E-05,2.60E-05,2.60E-05,0.000234,2.60E-05,0.000208,2.60E-05,0.692023,0.000208,0.692023,0.000104,2.60E-05,0.692023,7.80E-05,2.60E-05,0.000104,0.692023,0.001249,2.60E-05,0.692023,0.692023,0.692023,2.60E-05,0.000182,0.000989,2.60E-05,5.20E-05,2.60E-05,0.000104,2.60E-05,2.60E-05,2.60E-05,7.80E-05,5.20E-05,0.000104,0.000156,5.20E-05,2.60E-05,0.00013,0.000104,0.692023,0.00026,2.60E-05,5.20E-05,2.60E-05,0.001379,2.60E-05,5.20E-05,7.80E-05,0.692023,0.000104,succ
